month,metal_cn,metal_en,price_usd,unit_usd,usd_cny_avg,price_cny,unit_cny,exchange_source
1968-03,锡,tin,3112.9,美元/吨,2.4618,7663.34,元/吨,本地 CSV (data/exchange_rates.csv)
1968-04,锡,tin,3106.3,美元/吨,2.4618,7647.09,元/吨,本地 CSV (data/exchange_rates.csv)
1968-05,锡,tin,3084.3,美元/吨,2.4618,7592.93,元/吨,本地 CSV (data/exchange_rates.csv)
1968-06,锡,tin,3084.3,美元/吨,2.4618,7592.93,元/吨,本地 CSV (data/exchange_rates.csv)
1968-07,锡,tin,3075.4,美元/吨,2.4618,7571.02,元/吨,本地 CSV (data/exchange_rates.csv)
1968-08,锡,tin,3062.2,美元/吨,2.4618,7538.52,元/吨,本地 CSV (data/exchange_rates.csv)
1968-09,锡,tin,3071.0,美元/吨,2.4618,7560.19,元/吨,本地 CSV (data/exchange_rates.csv)
1968-10,锡,tin,3110.7,美元/吨,2.4618,7657.92,元/吨,本地 CSV (data/exchange_rates.csv)
1968-11,锡,tin,3320.2,美元/吨,2.4618,8173.67,元/吨,本地 CSV (data/exchange_rates.csv)
1968-12,锡,tin,3258.4,美元/吨,2.4618,8021.53,元/吨,本地 CSV (data/exchange_rates.csv)
1969-01,锡,tin,3227.6,美元/吨,2.4618,7945.71,元/吨,本地 CSV (data/exchange_rates.csv)
1969-02,锡,tin,3245.2,美元/吨,2.4618,7989.03,元/吨,本地 CSV (data/exchange_rates.csv)
1969-03,锡,tin,3243.0,美元/吨,2.4618,7983.62,元/吨,本地 CSV (data/exchange_rates.csv)
1969-04,锡,tin,3304.7,美元/吨,2.4618,8135.51,元/吨,本地 CSV (data/exchange_rates.csv)
1969-05,锡,tin,3355.4,美元/吨,2.4618,8260.32,元/吨,本地 CSV (data/exchange_rates.csv)
1969-06,锡,tin,3379.7,美元/吨,2.4618,8320.15,元/吨,本地 CSV (data/exchange_rates.csv)
1969-07,锡,tin,3439.2,美元/吨,2.4618,8466.62,元/吨,本地 CSV (data/exchange_rates.csv)
1969-08,锡,tin,3470.1,美元/吨,2.4618,8542.69,元/吨,本地 CSV (data/exchange_rates.csv)
1969-09,锡,tin,3470.1,美元/吨,2.4618,8542.69,元/吨,本地 CSV (data/exchange_rates.csv)
1969-10,锡,tin,3534.0,美元/吨,2.4618,8700.0,元/吨,本地 CSV (data/exchange_rates.csv)
1969-11,锡,tin,3642.0,美元/吨,2.4618,8965.88,元/吨,本地 CSV (data/exchange_rates.csv)
1969-12,锡,tin,3818.4,美元/吨,2.4618,9400.14,元/吨,本地 CSV (data/exchange_rates.csv)
1970-01,锡,tin,3842.7,美元/吨,2.4618,9459.96,元/吨,本地 CSV (data/exchange_rates.csv)
1970-02,锡,tin,3767.7,美元/吨,2.4618,9275.32,元/吨,本地 CSV (data/exchange_rates.csv)
1970-03,锡,tin,3796.4,美元/吨,2.4618,9345.98,元/吨,本地 CSV (data/exchange_rates.csv)
1970-04,锡,tin,3849.3,美元/吨,2.4618,9476.21,元/吨,本地 CSV (data/exchange_rates.csv)
1970-05,锡,tin,3736.8,美元/吨,2.4618,9199.25,元/吨,本地 CSV (data/exchange_rates.csv)
1970-06,锡,tin,3542.8,美元/吨,2.4618,8721.67,元/吨,本地 CSV (data/exchange_rates.csv)
1970-07,锡,tin,3498.7,美元/吨,2.4618,8613.1,元/吨,本地 CSV (data/exchange_rates.csv)
1970-08,锡,tin,3620.0,美元/吨,2.4618,8911.72,元/吨,本地 CSV (data/exchange_rates.csv)
1970-09,锡,tin,3646.4,美元/吨,2.4618,8976.71,元/吨,本地 CSV (data/exchange_rates.csv)
1970-10,锡,tin,3668.5,美元/吨,2.4618,9031.11,元/吨,本地 CSV (data/exchange_rates.csv)
1970-11,锡,tin,3615.6,美元/吨,2.4618,8900.88,元/吨,本地 CSV (data/exchange_rates.csv)
1970-12,锡,tin,3496.5,美元/吨,2.4618,8607.68,元/吨,本地 CSV (data/exchange_rates.csv)
1971-01,锡,tin,3465.7,美元/吨,2.4618,8531.86,元/吨,本地 CSV (data/exchange_rates.csv)
1971-02,锡,tin,3463.5,美元/吨,2.4618,8526.44,元/吨,本地 CSV (data/exchange_rates.csv)
1971-03,锡,tin,3527.4,美元/吨,2.4618,8683.75,元/吨,本地 CSV (data/exchange_rates.csv)
1971-04,锡,tin,3562.7,美元/吨,2.4618,8770.65,元/吨,本地 CSV (data/exchange_rates.csv)
1971-05,锡,tin,3520.8,美元/吨,2.4618,8667.51,元/吨,本地 CSV (data/exchange_rates.csv)
1971-06,锡,tin,3448.0,美元/吨,2.4618,8488.29,元/吨,本地 CSV (data/exchange_rates.csv)
1971-07,锡,tin,3456.8,美元/吨,2.4618,8509.95,元/吨,本地 CSV (data/exchange_rates.csv)
1971-08,锡,tin,3478.9,美元/吨,2.2451,7810.48,元/吨,本地 CSV (data/exchange_rates.csv)
1971-09,锡,tin,3525.2,美元/吨,2.2451,7914.43,元/吨,本地 CSV (data/exchange_rates.csv)
1971-10,锡,tin,3489.9,美元/吨,2.2451,7835.17,元/吨,本地 CSV (data/exchange_rates.csv)
1971-11,锡,tin,3534.0,美元/吨,2.2451,7934.18,元/吨,本地 CSV (data/exchange_rates.csv)
1971-12,锡,tin,3670.7,美元/吨,2.2451,8241.09,元/吨,本地 CSV (data/exchange_rates.csv)
1972-01,锡,tin,3626.6,美元/吨,2.2451,8142.08,元/吨,本地 CSV (data/exchange_rates.csv)
1972-02,锡,tin,3631.0,美元/吨,2.2451,8151.96,元/吨,本地 CSV (data/exchange_rates.csv)
1972-03,锡,tin,3789.7,美元/吨,2.2451,8508.26,元/吨,本地 CSV (data/exchange_rates.csv)
1972-04,锡,tin,3844.9,美元/吨,2.2451,8632.18,元/吨,本地 CSV (data/exchange_rates.csv)
1972-05,锡,tin,3765.5,美元/吨,2.2451,8453.92,元/吨,本地 CSV (data/exchange_rates.csv)
1972-06,锡,tin,3741.2,美元/吨,2.2451,8399.37,元/吨,本地 CSV (data/exchange_rates.csv)
1972-07,锡,tin,3732.4,美元/吨,2.2451,8379.61,元/吨,本地 CSV (data/exchange_rates.csv)
1972-08,锡,tin,3754.5,美元/吨,1.989,7467.7,元/吨,本地 CSV (data/exchange_rates.csv)
1972-09,锡,tin,3803.0,美元/吨,1.989,7564.17,元/吨,本地 CSV (data/exchange_rates.csv)
1972-10,锡,tin,3758.9,美元/吨,1.989,7476.45,元/吨,本地 CSV (data/exchange_rates.csv)
1972-11,锡,tin,3701.6,美元/吨,1.989,7362.48,元/吨,本地 CSV (data/exchange_rates.csv)
1972-12,锡,tin,3730.2,美元/吨,1.989,7419.37,元/吨,本地 CSV (data/exchange_rates.csv)
1973-01,锡,tin,3789.7,美元/吨,1.989,7537.71,元/吨,本地 CSV (data/exchange_rates.csv)
1973-02,锡,tin,4027.8,美元/吨,1.989,8011.29,元/吨,本地 CSV (data/exchange_rates.csv)
1973-03,锡,tin,4288.0,美元/吨,1.989,8528.83,元/吨,本地 CSV (data/exchange_rates.csv)
1973-04,锡,tin,4270.3,美元/吨,1.989,8493.63,元/吨,本地 CSV (data/exchange_rates.csv)
1973-05,锡,tin,4347.5,美元/吨,1.989,8647.18,元/吨,本地 CSV (data/exchange_rates.csv)
1973-06,锡,tin,4530.5,美元/吨,1.989,9011.16,元/吨,本地 CSV (data/exchange_rates.csv)
1973-07,锡,tin,4962.6,美元/吨,1.989,9870.61,元/吨,本地 CSV (data/exchange_rates.csv)
1973-08,锡,tin,5004.5,美元/吨,1.5083,7548.29,元/吨,本地 CSV (data/exchange_rates.csv)
1973-09,锡,tin,5011.1,美元/吨,1.5167,7600.34,元/吨,本地 CSV (data/exchange_rates.csv)
1973-10,锡,tin,5359.4,美元/吨,1.525,8173.08,元/吨,本地 CSV (data/exchange_rates.csv)
1973-11,锡,tin,5573.3,美元/吨,1.5333,8545.54,元/吨,本地 CSV (data/exchange_rates.csv)
1973-12,锡,tin,6461.7,美元/吨,1.5417,9962.0,元/吨,本地 CSV (data/exchange_rates.csv)
1974-01,锡,tin,6503.6,美元/吨,1.55,10080.58,元/吨,本地 CSV (data/exchange_rates.csv)
1974-02,锡,tin,7418.5,美元/吨,1.5583,11560.25,元/吨,本地 CSV (data/exchange_rates.csv)
1974-03,锡,tin,8218.8,美元/吨,1.5667,12876.39,元/吨,本地 CSV (data/exchange_rates.csv)
1974-04,锡,tin,9206.5,美元/吨,1.575,14500.24,元/吨,本地 CSV (data/exchange_rates.csv)
1974-05,锡,tin,9305.7,美元/吨,1.5833,14733.71,元/吨,本地 CSV (data/exchange_rates.csv)
1974-06,锡,tin,9041.1,美元/吨,1.5917,14390.72,元/吨,本地 CSV (data/exchange_rates.csv)
1974-07,锡,tin,8547.3,美元/吨,1.6,13675.68,元/吨,本地 CSV (data/exchange_rates.csv)
1974-08,锡,tin,8787.6,美元/吨,1.6083,14133.1,元/吨,本地 CSV (data/exchange_rates.csv)
1974-09,锡,tin,9166.8,美元/吨,1.6167,14819.97,元/吨,本地 CSV (data/exchange_rates.csv)
1974-10,锡,tin,7409.7,美元/吨,1.625,12040.76,元/吨,本地 CSV (data/exchange_rates.csv)
1974-11,锡,tin,7403.1,美元/吨,1.6333,12091.48,元/吨,本地 CSV (data/exchange_rates.csv)
1974-12,锡,tin,7202.5,美元/吨,1.6417,11824.34,元/吨,本地 CSV (data/exchange_rates.csv)
1975-01,锡,tin,7676.5,美元/吨,1.65,12666.22,元/吨,本地 CSV (data/exchange_rates.csv)
1975-02,锡,tin,7557.4,美元/吨,1.6583,12532.44,元/吨,本地 CSV (data/exchange_rates.csv)
1975-03,锡,tin,7383.3,美元/吨,1.6667,12305.75,元/吨,本地 CSV (data/exchange_rates.csv)
1975-04,锡,tin,7129.7,美元/吨,1.675,11942.25,元/吨,本地 CSV (data/exchange_rates.csv)
1975-05,锡,tin,6898.3,美元/吨,1.6833,11611.91,元/吨,本地 CSV (data/exchange_rates.csv)
1975-06,锡,tin,6926.9,美元/吨,1.6917,11718.24,元/吨,本地 CSV (data/exchange_rates.csv)
1975-07,锡,tin,6810.1,美元/吨,1.7,11577.17,元/吨,本地 CSV (data/exchange_rates.csv)
1975-08,锡,tin,6774.8,美元/吨,1.7083,11573.39,元/吨,本地 CSV (data/exchange_rates.csv)
1975-09,锡,tin,6558.7,美元/吨,1.7167,11259.32,元/吨,本地 CSV (data/exchange_rates.csv)
1975-10,锡,tin,6347.1,美元/吨,1.725,10948.75,元/吨,本地 CSV (data/exchange_rates.csv)
1975-11,锡,tin,6281.0,美元/吨,1.7333,10886.86,元/吨,本地 CSV (data/exchange_rates.csv)
1975-12,锡,tin,6175.1,美元/吨,1.7417,10755.17,元/吨,本地 CSV (data/exchange_rates.csv)
1976-01,锡,tin,6241.3,美元/吨,1.75,10922.27,元/吨,本地 CSV (data/exchange_rates.csv)
1976-02,锡,tin,6508.0,美元/吨,1.7583,11443.02,元/吨,本地 CSV (data/exchange_rates.csv)
1976-03,锡,tin,6902.7,美元/吨,1.7667,12195.0,元/吨,本地 CSV (data/exchange_rates.csv)
1976-04,锡,tin,7123.1,美元/吨,1.775,12643.5,元/吨,本地 CSV (data/exchange_rates.csv)
1976-05,锡,tin,7449.4,美元/吨,1.7833,13284.52,元/吨,本地 CSV (data/exchange_rates.csv)
1976-06,锡,tin,7766.9,美元/吨,1.7917,13915.95,元/吨,本地 CSV (data/exchange_rates.csv)
1976-07,锡,tin,8496.6,美元/吨,1.8,15293.88,元/吨,本地 CSV (data/exchange_rates.csv)
1976-08,锡,tin,8084.3,美元/吨,1.8083,14618.84,元/吨,本地 CSV (data/exchange_rates.csv)
1976-09,锡,tin,7960.9,美元/吨,1.8167,14462.57,元/吨,本地 CSV (data/exchange_rates.csv)
1976-10,锡,tin,7971.9,美元/吨,1.825,14548.72,元/吨,本地 CSV (data/exchange_rates.csv)
1976-11,锡,tin,8121.8,美元/吨,1.8333,14889.7,元/吨,本地 CSV (data/exchange_rates.csv)
1976-12,锡,tin,8399.6,美元/吨,1.8417,15469.54,元/吨,本地 CSV (data/exchange_rates.csv)
1977-01,锡,tin,9486.5,美元/吨,1.85,17550.03,元/吨,本地 CSV (data/exchange_rates.csv)
1977-02,锡,tin,10227.2,美元/吨,1.8583,19005.21,元/吨,本地 CSV (data/exchange_rates.csv)
1977-03,锡,tin,10372.7,美元/吨,1.8667,19362.72,元/吨,本地 CSV (data/exchange_rates.csv)
1977-04,锡,tin,9596.7,美元/吨,1.875,17993.81,元/吨,本地 CSV (data/exchange_rates.csv)
1977-05,锡,tin,9843.6,美元/吨,1.8833,18538.45,元/吨,本地 CSV (data/exchange_rates.csv)
1977-06,锡,tin,9627.6,美元/吨,1.8917,18212.53,元/吨,本地 CSV (data/exchange_rates.csv)
1977-07,锡,tin,10416.8,美元/吨,1.9,19791.92,元/吨,本地 CSV (data/exchange_rates.csv)
1977-08,锡,tin,11309.7,美元/吨,1.9083,21582.3,元/吨,本地 CSV (data/exchange_rates.csv)
1977-09,锡,tin,11157.6,美元/吨,1.9167,21385.77,元/吨,本地 CSV (data/exchange_rates.csv)
1977-10,锡,tin,12153.8,美元/吨,1.925,23396.06,元/吨,本地 CSV (data/exchange_rates.csv)
1977-11,锡,tin,12676.6,美元/吨,1.9333,24507.67,元/吨,本地 CSV (data/exchange_rates.csv)
1977-12,锡,tin,12784.6,美元/吨,1.9417,24823.86,元/吨,本地 CSV (data/exchange_rates.csv)
1978-01,锡,tin,12121.0,美元/吨,1.95,23635.95,元/吨,本地 CSV (data/exchange_rates.csv)
1978-02,锡,tin,12149.7,美元/吨,1.9583,23792.76,元/吨,本地 CSV (data/exchange_rates.csv)
1978-03,锡,tin,11422.1,美元/吨,1.9667,22463.84,元/吨,本地 CSV (data/exchange_rates.csv)
1978-04,锡,tin,11005.5,美元/吨,1.975,21735.86,元/吨,本地 CSV (data/exchange_rates.csv)
1978-05,锡,tin,11704.3,美元/吨,1.9833,23213.14,元/吨,本地 CSV (data/exchange_rates.csv)
1978-06,锡,tin,12356.9,美元/吨,1.9917,24611.24,元/吨,本地 CSV (data/exchange_rates.csv)
1978-07,锡,tin,12414.2,美元/吨,2.0,24828.4,元/吨,本地 CSV (data/exchange_rates.csv)
1978-08,锡,tin,12994.5,美元/吨,2.0083,26096.85,元/吨,本地 CSV (data/exchange_rates.csv)
1978-09,锡,tin,13889.1,美元/吨,2.0167,28010.15,元/吨,本地 CSV (data/exchange_rates.csv)
1978-10,锡,tin,15256.0,美元/吨,2.025,30893.4,元/吨,本地 CSV (data/exchange_rates.csv)
1978-11,锡,tin,15035.5,美元/吨,2.0333,30571.68,元/吨,本地 CSV (data/exchange_rates.csv)
1978-12,锡,tin,14153.7,美元/吨,2.0417,28897.61,元/吨,本地 CSV (data/exchange_rates.csv)
1979-01,锡,tin,13853.8,美元/吨,2.05,28400.29,元/吨,本地 CSV (data/exchange_rates.csv)
1979-02,锡,tin,14526.2,美元/吨,2.0583,29899.28,元/吨,本地 CSV (data/exchange_rates.csv)
1979-03,锡,tin,15022.3,美元/吨,2.0667,31046.59,元/吨,本地 CSV (data/exchange_rates.csv)
1979-04,锡,tin,15136.9,美元/吨,2.075,31409.07,元/吨,本地 CSV (data/exchange_rates.csv)
1979-05,锡,tin,15361.8,美元/吨,2.0833,32003.24,元/吨,本地 CSV (data/exchange_rates.csv)
1979-06,锡,tin,16135.6,美元/吨,2.0917,33750.83,元/吨,本地 CSV (data/exchange_rates.csv)
1979-07,锡,tin,15780.7,美元/吨,2.1,33139.47,元/吨,本地 CSV (data/exchange_rates.csv)
1979-08,锡,tin,14793.0,美元/吨,2.1083,31188.08,元/吨,本地 CSV (data/exchange_rates.csv)
1979-09,锡,tin,15399.3,美元/吨,2.1167,32595.7,元/吨,本地 CSV (data/exchange_rates.csv)
1979-10,锡,tin,16012.2,美元/吨,2.125,34025.93,元/吨,本地 CSV (data/exchange_rates.csv)
1979-11,锡,tin,16360.5,美元/吨,2.1333,34901.85,元/吨,本地 CSV (data/exchange_rates.csv)
1979-12,锡,tin,16986.6,美元/吨,2.1417,36380.2,元/吨,本地 CSV (data/exchange_rates.csv)
1980-01,锡,tin,17013.0,美元/吨,2.15,36577.95,元/吨,本地 CSV (data/exchange_rates.csv)
1980-02,锡,tin,17100.4,美元/吨,2.1583,36907.79,元/吨,本地 CSV (data/exchange_rates.csv)
1980-03,锡,tin,17470.3,美元/吨,2.1667,37852.9,元/吨,本地 CSV (data/exchange_rates.csv)
1980-04,锡,tin,17017.2,美元/吨,2.175,37012.41,元/吨,本地 CSV (data/exchange_rates.csv)
1980-05,锡,tin,17041.7,美元/吨,2.1833,37207.14,元/吨,本地 CSV (data/exchange_rates.csv)
1980-06,锡,tin,17223.9,美元/吨,2.1917,37749.62,元/吨,本地 CSV (data/exchange_rates.csv)
1980-07,锡,tin,17090.8,美元/吨,2.2,37599.76,元/吨,本地 CSV (data/exchange_rates.csv)
1980-08,锡,tin,17018.4,美元/吨,1.705,29016.37,元/吨,本地 CSV (data/exchange_rates.csv)
1980-09,锡,tin,17308.3,美元/吨,1.705,29510.65,元/吨,本地 CSV (data/exchange_rates.csv)
1980-10,锡,tin,16692.1,美元/吨,1.705,28460.03,元/吨,本地 CSV (data/exchange_rates.csv)
1980-11,锡,tin,15615.5,美元/吨,1.705,26624.43,元/吨,本地 CSV (data/exchange_rates.csv)
1980-12,锡,tin,14707.0,美元/吨,1.705,25075.44,元/吨,本地 CSV (data/exchange_rates.csv)
1981-01,锡,tin,14332.7,美元/吨,1.705,24437.25,元/吨,本地 CSV (data/exchange_rates.csv)
1981-02,锡,tin,13633.4,美元/吨,2.025,27607.63,元/吨,本地 CSV (data/exchange_rates.csv)
1981-03,锡,tin,13633.0,美元/吨,2.05,27947.65,元/吨,本地 CSV (data/exchange_rates.csv)
1981-04,锡,tin,13365.0,美元/吨,2.075,27732.38,元/吨,本地 CSV (data/exchange_rates.csv)
1981-05,锡,tin,12663.5,美元/吨,2.1,26593.35,元/吨,本地 CSV (data/exchange_rates.csv)
1981-06,锡,tin,12603.5,美元/吨,2.125,26782.44,元/吨,本地 CSV (data/exchange_rates.csv)
1981-07,锡,tin,13358.0,美元/吨,2.15,28719.7,元/吨,本地 CSV (data/exchange_rates.csv)
1981-08,锡,tin,14485.0,美元/吨,2.175,31504.87,元/吨,本地 CSV (data/exchange_rates.csv)
1981-09,锡,tin,14935.1,美元/吨,2.2,32857.22,元/吨,本地 CSV (data/exchange_rates.csv)
1981-10,锡,tin,15112.6,美元/吨,2.225,33625.54,元/吨,本地 CSV (data/exchange_rates.csv)
1981-11,锡,tin,15836.2,美元/吨,2.25,35631.45,元/吨,本地 CSV (data/exchange_rates.csv)
1981-12,锡,tin,15951.5,美元/吨,2.275,36289.66,元/吨,本地 CSV (data/exchange_rates.csv)
1982-01,锡,tin,16133.1,美元/吨,2.3,37106.13,元/吨,本地 CSV (data/exchange_rates.csv)
1982-02,锡,tin,15992.6,美元/吨,2.325,37182.8,元/吨,本地 CSV (data/exchange_rates.csv)
1982-03,锡,tin,12766.3,美元/吨,2.35,30000.81,元/吨,本地 CSV (data/exchange_rates.csv)
1982-04,锡,tin,12618.1,美元/吨,2.375,29967.99,元/吨,本地 CSV (data/exchange_rates.csv)
1982-05,锡,tin,12735.9,美元/吨,2.4,30566.16,元/吨,本地 CSV (data/exchange_rates.csv)
1982-06,锡,tin,11087.0,美元/吨,2.425,26885.97,元/吨,本地 CSV (data/exchange_rates.csv)
1982-07,锡,tin,11316.6,美元/吨,2.45,27725.67,元/吨,本地 CSV (data/exchange_rates.csv)
1982-08,锡,tin,12195.7,美元/吨,2.475,30184.36,元/吨,本地 CSV (data/exchange_rates.csv)
1982-09,锡,tin,12675.7,美元/吨,2.5,31689.25,元/吨,本地 CSV (data/exchange_rates.csv)
1982-10,锡,tin,12413.8,美元/吨,2.525,31344.84,元/吨,本地 CSV (data/exchange_rates.csv)
1982-11,锡,tin,11981.9,美元/吨,2.55,30553.84,元/吨,本地 CSV (data/exchange_rates.csv)
1982-12,锡,tin,11992.9,美元/吨,2.575,30881.72,元/吨,本地 CSV (data/exchange_rates.csv)
1983-01,锡,tin,12082.6,美元/吨,2.6,31414.76,元/吨,本地 CSV (data/exchange_rates.csv)
1983-02,锡,tin,13034.2,美元/吨,2.625,34214.78,元/吨,本地 CSV (data/exchange_rates.csv)
1983-03,锡,tin,13426.0,美元/吨,2.65,35578.9,元/吨,本地 CSV (data/exchange_rates.csv)
1983-04,锡,tin,13792.8,美元/吨,2.675,36895.74,元/吨,本地 CSV (data/exchange_rates.csv)
1983-05,锡,tin,13522.9,美元/吨,2.7,36511.83,元/吨,本地 CSV (data/exchange_rates.csv)
1983-06,锡,tin,13354.0,美元/吨,2.725,36389.65,元/吨,本地 CSV (data/exchange_rates.csv)
1983-07,锡,tin,13193.0,美元/吨,2.75,36280.75,元/吨,本地 CSV (data/exchange_rates.csv)
1983-08,锡,tin,12826.0,美元/吨,2.775,35592.15,元/吨,本地 CSV (data/exchange_rates.csv)
1983-09,锡,tin,12755.3,美元/吨,2.8,35714.84,元/吨,本地 CSV (data/exchange_rates.csv)
1983-10,锡,tin,12750.8,美元/吨,2.825,36021.01,元/吨,本地 CSV (data/exchange_rates.csv)
1983-11,锡,tin,12772.5,美元/吨,2.85,36401.62,元/吨,本地 CSV (data/exchange_rates.csv)
1983-12,锡,tin,12345.5,美元/吨,2.875,35493.31,元/吨,本地 CSV (data/exchange_rates.csv)
1984-01,锡,tin,12117.8,美元/吨,2.9,35141.62,元/吨,本地 CSV (data/exchange_rates.csv)
1984-02,锡,tin,12297.7,美元/吨,2.925,35970.77,元/吨,本地 CSV (data/exchange_rates.csv)
1984-03,锡,tin,12406.1,美元/吨,2.95,36598.0,元/吨,本地 CSV (data/exchange_rates.csv)
1984-04,锡,tin,12445.0,美元/吨,2.975,37023.88,元/吨,本地 CSV (data/exchange_rates.csv)
1984-05,锡,tin,12582.8,美元/吨,3.0,37748.4,元/吨,本地 CSV (data/exchange_rates.csv)
1984-06,锡,tin,12662.2,美元/吨,3.025,38303.15,元/吨,本地 CSV (data/exchange_rates.csv)
1984-07,锡,tin,12438.7,美元/吨,3.05,37938.04,元/吨,本地 CSV (data/exchange_rates.csv)
1984-08,锡,tin,12302.2,美元/吨,2.9366,36126.64,元/吨,本地 CSV (data/exchange_rates.csv)
1984-09,锡,tin,12091.1,美元/吨,2.9366,35506.72,元/吨,本地 CSV (data/exchange_rates.csv)
1984-10,锡,tin,11744.9,美元/吨,2.9366,34490.07,元/吨,本地 CSV (data/exchange_rates.csv)
1984-11,锡,tin,11991.2,美元/吨,2.9366,35213.36,元/吨,本地 CSV (data/exchange_rates.csv)
1984-12,锡,tin,11722.2,美元/吨,2.9366,34423.41,元/吨,本地 CSV (data/exchange_rates.csv)
1985-01,锡,tin,11073.4,美元/吨,2.9366,32518.15,元/吨,本地 CSV (data/exchange_rates.csv)
1985-02,锡,tin,10946.0,美元/吨,2.9366,32144.02,元/吨,本地 CSV (data/exchange_rates.csv)
1985-03,锡,tin,11210.6,美元/吨,2.9366,32921.05,元/吨,本地 CSV (data/exchange_rates.csv)
1985-04,锡,tin,11806.4,美元/吨,2.9366,34670.67,元/吨,本地 CSV (data/exchange_rates.csv)
1985-05,锡,tin,11909.8,美元/吨,2.9366,34974.32,元/吨,本地 CSV (data/exchange_rates.csv)
1985-06,锡,tin,12385.8,美元/吨,2.9366,36372.14,元/吨,本地 CSV (data/exchange_rates.csv)
1985-07,锡,tin,12755.8,美元/吨,2.9366,37458.68,元/吨,本地 CSV (data/exchange_rates.csv)
1985-08,锡,tin,12647.2,美元/吨,3.45,43632.84,元/吨,本地 CSV (data/exchange_rates.csv)
1985-09,锡,tin,12325.2,美元/吨,3.45,42521.94,元/吨,本地 CSV (data/exchange_rates.csv)
1985-10,锡,tin,12391.1,美元/吨,3.45,42749.3,元/吨,本地 CSV (data/exchange_rates.csv)
1985-11,锡,tin,9903.2,美元/吨,3.45,34166.04,元/吨,本地 CSV (data/exchange_rates.csv)
1985-12,锡,tin,9114.0,美元/吨,3.45,31443.3,元/吨,本地 CSV (data/exchange_rates.csv)
1986-01,锡,tin,7910.0,美元/吨,3.45,27289.5,元/吨,本地 CSV (data/exchange_rates.csv)
1986-02,锡,tin,7922.9,美元/吨,3.45,27334.01,元/吨,本地 CSV (data/exchange_rates.csv)
1986-03,锡,tin,7313.6,美元/吨,3.45,25231.92,元/吨,本地 CSV (data/exchange_rates.csv)
1986-04,锡,tin,5686.1,美元/吨,3.45,19617.05,元/吨,本地 CSV (data/exchange_rates.csv)
1986-05,锡,tin,5474.2,美元/吨,3.45,18885.99,元/吨,本地 CSV (data/exchange_rates.csv)
1986-06,锡,tin,5378.3,美元/吨,3.45,18555.14,元/吨,本地 CSV (data/exchange_rates.csv)
1986-07,锡,tin,5386.6,美元/吨,3.45,18583.77,元/吨,本地 CSV (data/exchange_rates.csv)
1986-08,锡,tin,5404.3,美元/吨,3.72,20104.0,元/吨,本地 CSV (data/exchange_rates.csv)
1986-09,锡,tin,5397.2,美元/吨,3.72,20077.58,元/吨,本地 CSV (data/exchange_rates.csv)
1986-10,锡,tin,5542.8,美元/吨,3.72,20619.22,元/吨,本地 CSV (data/exchange_rates.csv)
1986-11,锡,tin,6092.3,美元/吨,3.72,22663.36,元/吨,本地 CSV (data/exchange_rates.csv)
1986-12,锡,tin,6428.1,美元/吨,3.72,23912.53,元/吨,本地 CSV (data/exchange_rates.csv)
1987-01,锡,tin,6712.7,美元/吨,3.72,24971.24,元/吨,本地 CSV (data/exchange_rates.csv)
1987-02,锡,tin,6688.4,美元/吨,3.72,24880.85,元/吨,本地 CSV (data/exchange_rates.csv)
1987-03,锡,tin,6631.5,美元/吨,3.72,24669.18,元/吨,本地 CSV (data/exchange_rates.csv)
1987-04,锡,tin,6699.8,美元/吨,3.72,24923.26,元/吨,本地 CSV (data/exchange_rates.csv)
1987-05,锡,tin,6747.4,美元/吨,3.72,25100.33,元/吨,本地 CSV (data/exchange_rates.csv)
1987-06,锡,tin,6610.4,美元/吨,3.72,24590.69,元/吨,本地 CSV (data/exchange_rates.csv)
1987-07,锡,tin,6404.9,美元/吨,3.72,23826.23,元/吨,本地 CSV (data/exchange_rates.csv)
1987-08,锡,tin,6556.1,美元/吨,3.72,24388.69,元/吨,本地 CSV (data/exchange_rates.csv)
1987-09,锡,tin,6406.3,美元/吨,3.72,23831.44,元/吨,本地 CSV (data/exchange_rates.csv)
1987-10,锡,tin,6763.8,美元/吨,3.72,25161.34,元/吨,本地 CSV (data/exchange_rates.csv)
1987-11,锡,tin,6927.3,美元/吨,3.72,25769.56,元/吨,本地 CSV (data/exchange_rates.csv)
1987-12,锡,tin,6829.4,美元/吨,3.72,25405.37,元/吨,本地 CSV (data/exchange_rates.csv)
1988-01,锡,tin,6808.1,美元/吨,3.72,25326.13,元/吨,本地 CSV (data/exchange_rates.csv)
1988-02,锡,tin,6690.1,美元/吨,3.72,24887.17,元/吨,本地 CSV (data/exchange_rates.csv)
1988-03,锡,tin,6772.9,美元/吨,3.72,25195.19,元/吨,本地 CSV (data/exchange_rates.csv)
1988-04,锡,tin,6752.6,美元/吨,3.72,25119.67,元/吨,本地 CSV (data/exchange_rates.csv)
1988-05,锡,tin,6777.6,美元/吨,3.72,25212.67,元/吨,本地 CSV (data/exchange_rates.csv)
1988-06,锡,tin,7035.8,美元/吨,3.72,26173.18,元/吨,本地 CSV (data/exchange_rates.csv)
1988-07,锡,tin,7148.8,美元/吨,3.72,26593.54,元/吨,本地 CSV (data/exchange_rates.csv)
1988-08,锡,tin,7322.7,美元/吨,3.72,27240.44,元/吨,本地 CSV (data/exchange_rates.csv)
