month,metal_cn,metal_en,price_usd,unit_usd
1992-12,白银,silver,3.73,美元/盎司
1993-01,白银,silver,3.68,美元/盎司
1993-02,白银,silver,3.66,美元/盎司
1993-03,白银,silver,3.65,美元/盎司
1993-04,白银,silver,3.95,美元/盎司
1993-05,白银,silver,4.46,美元/盎司
1993-06,白银,silver,4.38,美元/盎司
1993-07,白银,silver,5.02,美元/盎司
1993-08,白银,silver,4.84,美元/盎司
1993-09,白银,silver,4.22,美元/盎司
1993-10,白银,silver,4.34,美元/盎司
1993-11,白银,silver,4.53,美元/盎司
1993-12,白银,silver,4.97,美元/盎司
1994-01,白银,silver,5.15,美元/盎司
1994-02,白银,silver,5.25,美元/盎司
1994-03,白银,silver,5.44,美元/盎司
1994-04,白银,silver,5.35,美元/盎司
1994-05,白银,silver,5.42,美元/盎司
1994-06,白银,silver,5.39,美元/盎司
1994-07,白银,silver,5.28,美元/盎司
1994-08,白银,silver,5.2,美元/盎司
1994-09,白银,silver,5.52,美元/盎司
1994-10,白银,silver,5.45,美元/盎司
1994-11,白银,silver,5.19,美元/盎司
1994-12,白银,silver,4.78,美元/盎司
1995-01,白银,silver,4.77,美元/盎司
1995-02,白银,silver,4.72,美元/盎司
1995-03,白银,silver,4.65,美元/盎司
1995-04,白银,silver,5.48,美元/盎司
1995-05,白银,silver,5.56,美元/盎司
1995-06,白银,silver,5.36,美元/盎司
1995-07,白银,silver,5.16,美元/盎司
1995-08,白银,silver,5.4,美元/盎司
1995-09,白银,silver,5.43,美元/盎司
1995-10,白银,silver,5.37,美元/盎司
1995-11,白银,silver,5.32,美元/盎司
1995-12,白银,silver,5.18,美元/盎司
1996-01,白银,silver,5.46,美元/盎司
1996-02,白银,silver,5.66,美元/盎司
1996-03,白银,silver,5.52,美元/盎司
1996-04,白银,silver,5.42,美元/盎司
1996-05,白银,silver,5.37,美元/盎司
1996-06,白银,silver,5.16,美元/盎司
1996-07,白银,silver,5.07,美元/盎司
1996-08,白银,silver,5.14,美元/盎司
1996-09,白银,silver,5.04,美元/盎司
1996-10,白银,silver,4.93,美元/盎司
1996-11,白银,silver,4.83,美元/盎司
1996-12,白银,silver,4.83,美元/盎司
1997-01,白银,silver,4.77,美元/盎司
1997-02,白银,silver,5.07,美元/盎司
1997-03,白银,silver,5.2,美元/盎司
1997-04,白银,silver,4.77,美元/盎司
1997-05,白银,silver,4.75,美元/盎司
1997-06,白银,silver,4.76,美元/盎司
1997-07,白银,silver,4.37,美元/盎司
1997-08,白银,silver,4.5,美元/盎司
1997-09,白银,silver,4.73,美元/盎司
1997-10,白银,silver,5.03,美元/盎司
1997-11,白银,silver,5.08,美元/盎司
1997-12,白银,silver,5.84,美元/盎司
1998-01,白银,silver,5.89,美元/盎司
1998-02,白银,silver,6.81,美元/盎司
1998-03,白银,silver,6.24,美元/盎司
1998-04,白银,silver,6.34,美元/盎司
1998-05,白银,silver,5.58,美元/盎司
1998-06,白银,silver,5.26,美元/盎司
1998-07,白银,silver,5.46,美元/盎司
1998-08,白银,silver,5.18,美元/盎司
1998-09,白银,silver,5.0,美元/盎司
1998-10,白银,silver,5.01,美元/盎司
1998-11,白银,silver,4.97,美元/盎司
1998-12,白银,silver,4.88,美元/盎司
1999-01,白银,silver,5.14,美元/盎司
1999-02,白银,silver,5.53,美元/盎司
1999-03,白银,silver,5.19,美元/盎司
1999-04,白银,silver,5.06,美元/盎司
1999-05,白银,silver,5.26,美元/盎司
1999-06,白银,silver,5.03,美元/盎司
1999-07,白银,silver,5.18,美元/盎司
1999-08,白银,silver,5.26,美元/盎司
1999-09,白银,silver,5.21,美元/盎司
1999-10,白银,silver,5.41,美元/盎司
1999-11,白银,silver,5.15,美元/盎司
1999-12,白银,silver,5.16,美元/盎司
2000-01,白银,silver,5.19,美元/盎司
2000-02,白银,silver,5.25,美元/盎司
2000-03,白银,silver,5.06,美元/盎司
2000-04,白银,silver,5.06,美元/盎司
2000-05,白银,silver,4.98,美元/盎司
2000-06,白银,silver,5.0,美元/盎司
2000-07,白银,silver,4.97,美元/盎司
2000-08,白银,silver,4.89,美元/盎司
2000-09,白银,silver,4.89,美元/盎司
2000-10,白银,silver,4.83,美元/盎司
2000-11,白银,silver,4.68,美元/盎司
2000-12,白银,silver,4.64,美元/盎司
2001-01,白银,silver,4.66,美元/盎司
2001-02,白银,silver,4.56,美元/盎司
2001-03,白银,silver,4.4,美元/盎司
2001-04,白银,silver,4.37,美元/盎司
2001-05,白银,silver,4.43,美元/盎司
2001-06,白银,silver,4.37,美元/盎司
2001-07,白银,silver,4.25,美元/盎司
2001-08,白银,silver,4.22,美元/盎司
2001-09,白银,silver,4.35,美元/盎司
2001-10,白银,silver,4.4,美元/盎司
2001-11,白银,silver,4.12,美元/盎司
2001-12,白银,silver,4.37,美元/盎司
2002-01,白银,silver,4.51,美元/盎司
2002-02,白银,silver,4.42,美元/盎司
2002-03,白银,silver,4.54,美元/盎司
2002-04,白银,silver,4.58,美元/盎司
2002-05,白银,silver,4.7,美元/盎司
2002-06,白银,silver,4.9,美元/盎司
2002-07,白银,silver,4.92,美元/盎司
2002-08,白银,silver,4.54,美元/盎司
2002-09,白银,silver,4.55,美元/盎司
2002-10,白银,silver,4.4,美元/盎司
2002-11,白银,silver,4.51,美元/盎司
2002-12,白银,silver,4.63,美元/盎司
2003-01,白银,silver,4.81,美元/盎司
2003-02,白银,silver,4.66,美元/盎司
2003-03,白银,silver,4.53,美元/盎司
2003-04,白银,silver,4.49,美元/盎司
2003-05,白银,silver,4.74,美元/盎司
2003-06,白银,silver,4.53,美元/盎司
2003-07,白银,silver,4.8,美元/盎司
2003-08,白银,silver,4.99,美元/盎司
2003-09,白银,silver,5.17,美元/盎司
2003-10,白银,silver,5.0,美元/盎司
2003-11,白银,silver,5.18,美元/盎司
2003-12,白银,silver,5.63,美元/盎司
2004-01,白银,silver,6.3,美元/盎司
2004-02,白银,silver,6.44,美元/盎司
2004-03,白银,silver,7.23,美元/盎司
2004-04,白银,silver,7.15,美元/盎司
2004-05,白银,silver,5.87,美元/盎司
2004-06,白银,silver,5.86,美元/盎司
2004-07,白银,silver,6.31,美元/盎司
2004-08,白银,silver,6.66,美元/盎司
2004-09,白银,silver,6.4,美元/盎司
2004-10,白银,silver,7.1,美元/盎司
2004-11,白银,silver,7.49,美元/盎司
2004-12,白银,silver,7.09,美元/盎司
2005-01,白银,silver,6.62,美元/盎司
2005-02,白银,silver,7.03,美元/盎司
2005-03,白银,silver,7.23,美元/盎司
2005-04,白银,silver,7.12,美元/盎司
2005-05,白银,silver,7.02,美元/盎司
2005-06,白银,silver,7.31,美元/盎司
2005-07,白银,silver,7.01,美元/盎司
2005-08,白银,silver,7.03,美元/盎司
2005-09,白银,silver,7.15,美元/盎司
2005-10,白银,silver,7.67,美元/盎司
2005-11,白银,silver,7.87,美元/盎司
2005-12,白银,silver,8.63,美元/盎司
2006-01,白银,silver,9.14,美元/盎司
2006-02,白银,silver,9.53,美元/盎司
2006-03,白银,silver,10.38,美元/盎司
2006-04,白银,silver,12.61,美元/盎司
2006-05,白银,silver,13.38,美元/盎司
2006-06,白银,silver,10.8,美元/盎司
2006-07,白银,silver,11.23,美元/盎司
2006-08,白银,silver,12.19,美元/盎司
2006-09,白银,silver,11.68,美元/盎司
2006-10,白银,silver,11.56,美元/盎司
2006-11,白银,silver,12.93,美元/盎司
2006-12,白银,silver,13.28,美元/盎司
2007-01,白银,silver,12.84,美元/盎司
2007-02,白银,silver,13.91,美元/盎司
2007-03,白银,silver,13.18,美元/盎司
2007-04,白银,silver,13.72,美元/盎司
2007-05,白银,silver,13.15,美元/盎司
2007-06,白银,silver,13.14,美元/盎司
2007-07,白银,silver,12.91,美元/盎司
2007-08,白银,silver,12.33,美元/盎司
2007-09,白银,silver,12.83,美元/盎司
2007-10,白银,silver,13.67,美元/盎司
2007-11,白银,silver,14.7,美元/盎司
2007-12,白银,silver,14.3,美元/盎司
2008-01,白银,silver,15.91,美元/盎司
2008-02,白银,silver,17.57,美元/盎司
2008-03,白银,silver,19.32,美元/盎司
2008-04,白银,silver,17.5,美元/盎司
2008-05,白银,silver,17.06,美元/盎司
2008-06,白银,silver,16.97,美元/盎司
2008-07,白银,silver,18.03,美元/盎司
2008-08,白银,silver,14.64,美元/盎司
2008-09,白银,silver,12.37,美元/盎司
2008-10,白银,silver,10.44,美元/盎司
2008-11,白银,silver,9.87,美元/盎司
2008-12,白银,silver,10.29,美元/盎司
2009-01,白银,silver,11.27,美元/盎司
2009-02,白银,silver,13.41,美元/盎司
2009-03,白银,silver,13.12,美元/盎司
2009-04,白银,silver,12.48,美元/盎司
2009-05,白银,silver,13.98,美元/盎司
2009-06,白银,silver,14.65,美元/盎司
2009-07,白银,silver,13.36,美元/盎司
2009-08,白银,silver,14.36,美元/盎司
2009-09,白银,silver,16.39,美元/盎司
2009-10,白银,silver,17.24,美元/盎司
2009-11,白银,silver,17.82,美元/盎司
2009-12,白银,silver,17.64,美元/盎司
2010-01,白银,silver,17.75,美元/盎司
2010-02,白银,silver,15.87,美元/盎司
2010-03,白银,silver,17.11,美元/盎司
2010-04,白银,silver,18.06,美元/盎司
2010-05,白银,silver,18.43,美元/盎司
2010-06,白银,silver,18.45,美元/盎司
2010-07,白银,silver,17.96,美元/盎司
2010-08,白银,silver,18.39,美元/盎司
2010-09,白银,silver,20.55,美元/盎司
2010-10,白银,silver,23.39,美元/盎司
2010-11,白银,silver,26.54,美元/盎司
2010-12,白银,silver,29.32,美元/盎司
2011-01,白银,silver,28.51,美元/盎司
2011-02,白银,silver,30.78,美元/盎司
2011-03,白银,silver,35.81,美元/盎司
2011-04,白银,silver,42.7,美元/盎司
2011-05,白银,silver,37.34,美元/盎司
2011-06,白银,silver,35.8,美元/盎司
2011-07,白银,silver,37.92,美元/盎司
2011-08,白银,silver,40.33,美元/盎司
2011-09,白银,silver,38.15,美元/盎司
2011-10,白银,silver,31.97,美元/盎司
2011-11,白银,silver,33.08,美元/盎司
2011-12,白银,silver,30.3,美元/盎司
2012-01,白银,silver,30.65,美元/盎司
2012-02,白银,silver,34.14,美元/盎司
2012-03,白银,silver,32.95,美元/盎司
2012-04,白银,silver,31.53,美元/盎司
2012-05,白银,silver,28.72,美元/盎司
2012-06,白银,silver,27.98,美元/盎司
2012-07,白银,silver,27.43,美元/盎司
2012-08,白银,silver,28.8,美元/盎司
2012-09,白银,silver,33.61,美元/盎司
2012-10,白银,silver,33.19,美元/盎司
2012-11,白银,silver,32.77,美元/盎司
2012-12,白银,silver,31.87,美元/盎司
2013-01,白银,silver,31.06,美元/盎司
2013-02,白银,silver,30.33,美元/盎司
2013-03,白银,silver,28.79,美元/盎司
2013-04,白银,silver,25.36,美元/盎司
2013-05,白银,silver,23.04,美元/盎司
2013-06,白银,silver,21.11,美元/盎司
2013-07,白银,silver,19.71,美元/盎司
2013-08,白银,silver,21.89,美元/盎司
2013-09,白银,silver,22.56,美元/盎司
2013-10,白银,silver,21.92,美元/盎司
2013-11,白银,silver,20.76,美元/盎司
2013-12,白银,silver,19.67,美元/盎司
2014-01,白银,silver,19.88,美元/盎司
2014-02,白银,silver,20.85,美元/盎司
2014-03,白银,silver,20.72,美元/盎司
2014-04,白银,silver,19.74,美元/盎司
2014-05,白银,silver,19.34,美元/盎司
2014-06,白银,silver,19.89,美元/盎司
2014-07,白银,silver,20.92,美元/盎司
2014-08,白银,silver,19.74,美元/盎司
2014-09,白银,silver,18.37,美元/盎司
2014-10,白银,silver,17.16,美元/盎司
2014-11,白银,silver,15.97,美元/盎司
2014-12,白银,silver,16.3,美元/盎司
2015-01,白银,silver,17.24,美元/盎司
2015-02,白银,silver,16.79,美元/盎司
2015-03,白银,silver,16.24,美元/盎司
2015-04,白银,silver,16.34,美元/盎司
2015-05,白银,silver,16.83,美元/盎司
2015-06,白银,silver,16.08,美元/盎司
2015-07,白银,silver,15.05,美元/盎司
2015-08,白银,silver,14.94,美元/盎司
2015-09,白银,silver,14.75,美元/盎司
2015-10,白银,silver,15.81,美元/盎司
2015-11,白银,silver,14.45,美元/盎司
2015-12,白银,silver,14.13,美元/盎司
2016-01,白银,silver,14.11,美元/盎司
2016-02,白银,silver,15.17,美元/盎司
2016-03,白银,silver,15.47,美元/盎司
2016-04,白银,silver,16.36,美元/盎司
2016-05,白银,silver,16.95,美元/盎司
2016-06,白银,silver,17.29,美元/盎司
2016-07,白银,silver,19.99,美元/盎司
2016-08,白银,silver,19.59,美元/盎司
2016-09,白银,silver,19.36,美元/盎司
2016-10,白银,silver,17.66,美元/盎司
2016-11,白银,silver,17.41,美元/盎司
2016-12,白银,silver,16.43,美元/盎司
2017-01,白银,silver,16.9,美元/盎司
2017-02,白银,silver,17.93,美元/盎司
2017-03,白银,silver,17.63,美元/盎司
2017-04,白银,silver,18.03,美元/盎司
2017-05,白银,silver,16.75,美元/盎司
2017-06,白银,silver,16.93,美元/盎司
2017-07,白银,silver,16.15,美元/盎司
2017-08,白银,silver,16.95,美元/盎司
2017-09,白银,silver,17.43,美元/盎司
2017-10,白银,silver,16.94,美元/盎司
2017-11,白银,silver,16.98,美元/盎司
2017-12,白银,silver,16.17,美元/盎司
2018-01,白银,silver,17.13,美元/盎司
2018-02,白银,silver,16.58,美元/盎司
2018-03,白银,silver,16.47,美元/盎司
2018-04,白银,silver,16.65,美元/盎司
2018-05,白银,silver,16.49,美元/盎司
2018-06,白银,silver,16.54,美元/盎司
2018-07,白银,silver,15.72,美元/盎司
2018-08,白银,silver,14.99,美元/盎司
2018-09,白银,silver,14.27,美元/盎司
2018-10,白银,silver,14.6,美元/盎司
2018-11,白银,silver,14.35,美元/盎司
2018-12,白银,silver,14.77,美元/盎司
2019-01,白银,silver,15.62,美元/盎司
2019-02,白银,silver,15.82,美元/盎司
2019-03,白银,silver,15.3,美元/盎司
2019-04,白银,silver,15.06,美元/盎司
2019-05,白银,silver,14.66,美元/盎司
2019-06,白银,silver,15.04,美元/盎司
2019-07,白银,silver,15.79,美元/盎司
2019-08,白银,silver,17.22,美元/盎司
2019-09,白银,silver,18.16,美元/盎司
2019-10,白银,silver,17.65,美元/盎司
2019-11,白银,silver,17.17,美元/盎司
2019-12,白银,silver,17.14,美元/盎司
2020-01,白银,silver,17.97,美元/盎司
2020-02,白银,silver,17.88,美元/盎司
2020-03,白银,silver,14.88,美元/盎司
2020-04,白银,silver,15.07,美元/盎司
2020-05,白银,silver,16.26,美元/盎司
2020-06,白银,silver,17.71,美元/盎司
2020-07,白银,silver,20.65,美元/盎司
2020-08,白银,silver,27.0,美元/盎司
2020-09,白银,silver,25.74,美元/盎司
2020-10,白银,silver,24.23,美元/盎司
2020-11,白银,silver,24.08,美元/盎司
2020-12,白银,silver,24.97,美元/盎司
2021-01,白银,silver,25.88,美元/盎司
2021-02,白银,silver,27.29,美元/盎司
2021-03,白银,silver,25.65,美元/盎司
2021-04,白银,silver,25.69,美元/盎司
2021-05,白银,silver,27.5,美元/盎司
2021-06,白银,silver,27.0,美元/盎司
2021-07,白银,silver,25.68,美元/盎司
2021-08,白银,silver,23.99,美元/盎司
2021-09,白银,silver,23.19,美元/盎司
2021-10,白银,silver,23.41,美元/盎司
2021-11,白银,silver,24.18,美元/盎司
2021-12,白银,silver,22.53,美元/盎司
2022-01,白银,silver,23.16,美元/盎司
2022-02,白银,silver,23.54,美元/盎司
2022-03,白银,silver,25.31,美元/盎司
2022-04,白银,silver,24.55,美元/盎司
2022-05,白银,silver,21.91,美元/盎司
2022-06,白银,silver,21.56,美元/盎司
2022-07,白银,silver,19.08,美元/盎司
2022-08,白银,silver,19.72,美元/盎司
2022-09,白银,silver,18.94,美元/盎司
2022-10,白银,silver,19.43,美元/盎司
2022-11,白银,silver,21.02,美元/盎司
2022-12,白银,silver,23.33,美元/盎司
2023-01,白银,silver,23.65,美元/盎司
2023-02,白银,silver,21.92,美元/盎司
2023-03,白银,silver,21.98,美元/盎司
2023-04,白银,silver,25.01,美元/盎司
2023-05,白银,silver,24.27,美元/盎司
2023-06,白银,silver,23.42,美元/盎司
2023-07,白银,silver,24.26,美元/盎司
2023-08,白银,silver,23.44,美元/盎司
2023-09,白银,silver,23.1,美元/盎司
2023-10,白银,silver,22.38,美元/盎司
2023-11,白银,silver,23.49,美元/盎司
2023-12,白银,silver,23.88,美元/盎司
2024-01,白银,silver,22.92,美元/盎司
2024-02,白银,silver,22.66,美元/盎司
2024-03,白银,silver,24.52,美元/盎司
2024-04,白银,silver,27.49,美元/盎司
2024-05,白银,silver,29.36,美元/盎司
2024-06,白银,silver,29.58,美元/盎司
2024-07,白银,silver,29.77,美元/盎司
2024-08,白银,silver,28.53,美元/盎司
2024-09,白银,silver,30.13,美元/盎司
2024-10,白银,silver,32.42,美元/盎司
2024-11,白银,silver,31.09,美元/盎司
2024-12,白银,silver,30.76,美元/盎司
2025-01,白银,silver,30.41,美元/盎司
2025-02,白银,silver,32.15,美元/盎司
2025-03,白银,silver,33.19,美元/盎司
2025-04,白银,silver,32.23,美元/盎司
2025-05,白银,silver,32.76,美元/盎司
2025-06,白银,silver,36.01,美元/盎司
2025-07,白银,silver,37.7,美元/盎司
2025-08,白银,silver,38.19,美元/盎司
2025-09,白银,silver,42.82,美元/盎司
2025-10,白银,silver,49.44,美元/盎司
2025-11,白银,silver,50.43,美元/盎司
2025-12,白银,silver,62.34,美元/盎司
2026-01,白银,silver,92.06,美元/盎司
2026-02,白银,silver,81.95,美元/盎司
2026-03,白银,silver,77.88,美元/盎司
2026-04,白银,silver,75.86,美元/盎司
2026-05,白银,silver,78.01,美元/盎司
1960-01,锡,tin,2180.4,美元/吨
1960-02,锡,tin,2180.4,美元/吨
1960-03,锡,tin,2173.8,美元/吨
1960-04,锡,tin,2178.2,美元/吨
1960-05,锡,tin,2162.7,美元/吨
1960-06,锡,tin,2184.8,美元/吨
1960-07,锡,tin,2248.7,美元/吨
1960-08,锡,tin,2204.6,美元/吨
1960-09,锡,tin,2226.7,美元/吨
1960-10,锡,tin,2226.7,美元/吨
1960-11,锡,tin,2204.6,美元/吨
1960-12,锡,tin,2189.2,美元/吨
1961-01,锡,tin,2162.7,美元/吨
1961-02,锡,tin,2187.0,美元/吨
1961-03,锡,tin,2248.7,美元/吨
1961-04,锡,tin,2308.2,美元/吨
1961-05,锡,tin,2376.6,美元/吨
1961-06,锡,tin,2467.0,美元/吨
1961-07,锡,tin,2519.9,美元/吨
1961-08,锡,tin,2605.9,美元/吨
1961-09,锡,tin,2630.1,美元/吨
1961-10,锡,tin,2605.9,美元/吨
1961-11,锡,tin,2667.6,美元/吨
1961-12,锡,tin,2619.1,美元/吨
1962-01,锡,tin,2610.3,美元/吨
1962-02,锡,tin,2623.5,美元/吨
1962-03,锡,tin,2652.2,美元/吨
1962-04,锡,tin,2614.7,美元/吨
1962-05,锡,tin,2533.1,美元/吨
1962-06,锡,tin,2414.1,美元/吨
1962-07,锡,tin,2376.6,美元/吨
1962-08,锡,tin,2350.1,美元/吨
1962-09,锡,tin,2350.1,美元/吨
1962-10,锡,tin,2358.9,美元/吨
1962-11,锡,tin,2407.4,美元/吨
1962-12,锡,tin,2365.6,美元/吨
1963-01,锡,tin,2350.1,美元/吨
1963-02,锡,tin,2350.1,美元/吨
1963-03,锡,tin,2358.9,美元/吨
1963-04,锡,tin,2427.3,美元/吨
1963-05,锡,tin,2495.6,美元/吨
1963-06,锡,tin,2500.0,美元/吨
1963-07,锡,tin,2482.4,美元/吨
1963-08,锡,tin,2495.6,美元/吨
1963-09,锡,tin,2572.8,美元/吨
1963-10,锡,tin,2590.4,美元/吨
1963-11,锡,tin,2687.4,美元/吨
1963-12,锡,tin,2782.2,美元/吨
1964-01,锡,tin,2872.6,美元/吨
1964-02,锡,tin,3060.0,美元/吨
1964-03,锡,tin,2958.6,美元/吨
1964-04,锡,tin,2879.2,美元/吨
1964-05,锡,tin,2910.1,美元/吨
1964-06,锡,tin,3265.0,美元/吨
1964-07,锡,tin,3452.4,美元/吨
1964-08,锡,tin,3512.0,美元/吨
1964-09,锡,tin,3933.0,美元/吨
1964-10,锡,tin,4371.8,美元/吨
1964-11,锡,tin,4105.0,美元/吨
1964-12,锡,tin,3633.2,美元/吨
1965-01,锡,tin,3456.8,美元/吨
1965-02,锡,tin,3390.7,美元/吨
1965-03,锡,tin,3584.7,美元/吨
1965-04,锡,tin,3944.1,美元/吨
1965-05,锡,tin,4215.2,美元/吨
1965-06,锡,tin,4131.5,美元/吨
1965-07,锡,tin,3966.1,美元/吨
1965-08,锡,tin,4091.8,美元/吨
1965-09,锡,tin,4208.6,美元/吨
1965-10,锡,tin,4010.2,美元/吨
1965-11,锡,tin,3820.6,美元/吨
1965-12,锡,tin,3869.1,美元/吨
1966-01,锡,tin,3926.4,美元/吨
1966-02,锡,tin,3877.9,美元/吨
1966-03,锡,tin,3772.1,美元/吨
1966-04,锡,tin,3763.3,美元/吨
1966-05,锡,tin,3688.3,美元/吨
1966-06,锡,tin,3516.4,美元/吨
1966-07,锡,tin,3514.2,美元/吨
1966-08,锡,tin,3428.2,美元/吨
1966-09,锡,tin,3377.5,美元/吨
1966-10,锡,tin,3362.0,美元/吨
1966-11,锡,tin,3320.2,美元/吨
1966-12,锡,tin,3335.6,美元/吨
1967-01,锡,tin,3302.5,美元/吨
1967-02,锡,tin,3309.1,美元/吨
1967-03,锡,tin,3318.0,美元/吨
1967-04,锡,tin,3351.0,美元/吨
1967-05,锡,tin,3357.6,美元/吨
1967-06,锡,tin,3366.5,美元/吨
1967-07,锡,tin,3362.0,美元/吨
1967-08,锡,tin,3291.5,美元/吨
1967-09,锡,tin,3267.2,美元/吨
1967-10,锡,tin,3280.5,美元/吨
1967-11,锡,tin,3298.1,美元/吨
1967-12,锡,tin,3192.3,美元/吨
1968-01,锡,tin,3126.2,美元/吨
1968-02,锡,tin,3110.7,美元/吨
1968-03,锡,tin,3112.9,美元/吨
1968-04,锡,tin,3106.3,美元/吨
1968-05,锡,tin,3084.3,美元/吨
1968-06,锡,tin,3084.3,美元/吨
1968-07,锡,tin,3075.4,美元/吨
1968-08,锡,tin,3062.2,美元/吨
1968-09,锡,tin,3071.0,美元/吨
1968-10,锡,tin,3110.7,美元/吨
1968-11,锡,tin,3320.2,美元/吨
1968-12,锡,tin,3258.4,美元/吨
1969-01,锡,tin,3227.6,美元/吨
1969-02,锡,tin,3245.2,美元/吨
1969-03,锡,tin,3243.0,美元/吨
1969-04,锡,tin,3304.7,美元/吨
1969-05,锡,tin,3355.4,美元/吨
1969-06,锡,tin,3379.7,美元/吨
1969-07,锡,tin,3439.2,美元/吨
1969-08,锡,tin,3470.1,美元/吨
1969-09,锡,tin,3470.1,美元/吨
1969-10,锡,tin,3534.0,美元/吨
1969-11,锡,tin,3642.0,美元/吨
1969-12,锡,tin,3818.4,美元/吨
1970-01,锡,tin,3842.7,美元/吨
1970-02,锡,tin,3767.7,美元/吨
1970-03,锡,tin,3796.4,美元/吨
1970-04,锡,tin,3849.3,美元/吨
1970-05,锡,tin,3736.8,美元/吨
1970-06,锡,tin,3542.8,美元/吨
1970-07,锡,tin,3498.7,美元/吨
1970-08,锡,tin,3620.0,美元/吨
1970-09,锡,tin,3646.4,美元/吨
1970-10,锡,tin,3668.5,美元/吨
1970-11,锡,tin,3615.6,美元/吨
1970-12,锡,tin,3496.5,美元/吨
1971-01,锡,tin,3465.7,美元/吨
1971-02,锡,tin,3463.5,美元/吨
1971-03,锡,tin,3527.4,美元/吨
1971-04,锡,tin,3562.7,美元/吨
1971-05,锡,tin,3520.8,美元/吨
1971-06,锡,tin,3448.0,美元/吨
1971-07,锡,tin,3456.8,美元/吨
1971-08,锡,tin,3478.9,美元/吨
1971-09,锡,tin,3525.2,美元/吨
1971-10,锡,tin,3489.9,美元/吨
1971-11,锡,tin,3534.0,美元/吨
1971-12,锡,tin,3670.7,美元/吨
1972-01,锡,tin,3626.6,美元/吨
1972-02,锡,tin,3631.0,美元/吨
1972-03,锡,tin,3789.7,美元/吨
1972-04,锡,tin,3844.9,美元/吨
1972-05,锡,tin,3765.5,美元/吨
1972-06,锡,tin,3741.2,美元/吨
1972-07,锡,tin,3732.4,美元/吨
1972-08,锡,tin,3754.5,美元/吨
1972-09,锡,tin,3803.0,美元/吨
1972-10,锡,tin,3758.9,美元/吨
1972-11,锡,tin,3701.6,美元/吨
1972-12,锡,tin,3730.2,美元/吨
1973-01,锡,tin,3789.7,美元/吨
1973-02,锡,tin,4027.8,美元/吨
1973-03,锡,tin,4288.0,美元/吨
1973-04,锡,tin,4270.3,美元/吨
1973-05,锡,tin,4347.5,美元/吨
1973-06,锡,tin,4530.5,美元/吨
1973-07,锡,tin,4962.6,美元/吨
1973-08,锡,tin,5004.5,美元/吨
1973-09,锡,tin,5011.1,美元/吨
1973-10,锡,tin,5359.4,美元/吨
1973-11,锡,tin,5573.3,美元/吨
1973-12,锡,tin,6461.7,美元/吨
1974-01,锡,tin,6503.6,美元/吨
1974-02,锡,tin,7418.5,美元/吨
1974-03,锡,tin,8218.8,美元/吨
1974-04,锡,tin,9206.5,美元/吨
1974-05,锡,tin,9305.7,美元/吨
1974-06,锡,tin,9041.1,美元/吨
1974-07,锡,tin,8547.3,美元/吨
1974-08,锡,tin,8787.6,美元/吨
1974-09,锡,tin,9166.8,美元/吨
1974-10,锡,tin,7409.7,美元/吨
1974-11,锡,tin,7403.1,美元/吨
1974-12,锡,tin,7202.5,美元/吨
1975-01,锡,tin,7676.5,美元/吨
1975-02,锡,tin,7557.4,美元/吨
1975-03,锡,tin,7383.3,美元/吨
1975-04,锡,tin,7129.7,美元/吨
1975-05,锡,tin,6898.3,美元/吨
1975-06,锡,tin,6926.9,美元/吨
1975-07,锡,tin,6810.1,美元/吨
1975-08,锡,tin,6774.8,美元/吨
1975-09,锡,tin,6558.7,美元/吨
1975-10,锡,tin,6347.1,美元/吨
1975-11,锡,tin,6281.0,美元/吨
1975-12,锡,tin,6175.1,美元/吨
1976-01,锡,tin,6241.3,美元/吨
1976-02,锡,tin,6508.0,美元/吨
1976-03,锡,tin,6902.7,美元/吨
1976-04,锡,tin,7123.1,美元/吨
1976-05,锡,tin,7449.4,美元/吨
1976-06,锡,tin,7766.9,美元/吨
1976-07,锡,tin,8496.6,美元/吨
1976-08,锡,tin,8084.3,美元/吨
1976-09,锡,tin,7960.9,美元/吨
1976-10,锡,tin,7971.9,美元/吨
1976-11,锡,tin,8121.8,美元/吨
1976-12,锡,tin,8399.6,美元/吨
1977-01,锡,tin,9486.5,美元/吨
1977-02,锡,tin,10227.2,美元/吨
1977-03,锡,tin,10372.7,美元/吨
1977-04,锡,tin,9596.7,美元/吨
1977-05,锡,tin,9843.6,美元/吨
1977-06,锡,tin,9627.6,美元/吨
1977-07,锡,tin,10416.8,美元/吨
1977-08,锡,tin,11309.7,美元/吨
1977-09,锡,tin,11157.6,美元/吨
1977-10,锡,tin,12153.8,美元/吨
1977-11,锡,tin,12676.6,美元/吨
1977-12,锡,tin,12784.6,美元/吨
1978-01,锡,tin,12121.0,美元/吨
1978-02,锡,tin,12149.7,美元/吨
1978-03,锡,tin,11422.1,美元/吨
1978-04,锡,tin,11005.5,美元/吨
1978-05,锡,tin,11704.3,美元/吨
1978-06,锡,tin,12356.9,美元/吨
1978-07,锡,tin,12414.2,美元/吨
1978-08,锡,tin,12994.5,美元/吨
1978-09,锡,tin,13889.1,美元/吨
1978-10,锡,tin,15256.0,美元/吨
1978-11,锡,tin,15035.5,美元/吨
1978-12,锡,tin,14153.7,美元/吨
1979-01,锡,tin,13853.8,美元/吨
1979-02,锡,tin,14526.2,美元/吨
1979-03,锡,tin,15022.3,美元/吨
1979-04,锡,tin,15136.9,美元/吨
1979-05,锡,tin,15361.8,美元/吨
