date,symbol,variety,open,high,low,close,settle,pre_settle,volume,open_interest,turnover,source,source_url,selection_rule,unit
2026-05-08,SN2606,SN,428000.0,430690.0,421530.0,425960,426250,421310,275844,53940,11758000.074,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260508.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-11,SN2606,SN,425670.0,432690.0,418200.0,423310,423910,426250,276721,50824,11730593.366,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260511.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-12,SN2606,SN,429500.0,439970.0,422800.0,425060,431160,423910,309991,50035,13365609.719,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260512.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-13,SN2606,SN,427560.0,435000.0,424350.0,434410,429820,431160,263036,51686,11305952.243,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260513.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-14,SN2606,SN,434000.0,440590.0,423770.0,426970,433690,429820,294621,46520,12777515.711,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260514.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-15,SN2606,SN,430020.0,430020.0,408540.0,409060,421270,433690,297116,39213,12516810.165,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260515.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-18,SN2606,SN,405600.0,411840.0,401200.0,410420,406920,421270,231764,36404,9431098.509,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260518.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-19,SN2606,SN,413990.0,416000.0,403040.0,409640,409340,406920,203131,32772,8315012.209,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260519.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-20,SN2606,SN,410880.0,417880.0,400300.0,417720,405780,409340,233753,31249,9485328.407,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260520.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-21,SN2606,SN,420510.0,425400.0,411230.0,413110,419660,405780,259359,27524,10884347.222,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260521.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-22,SN2606,SN,414000.0,422990.0,412130.0,421320,417450,419660,194874,26857,8135106.53,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260522.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-25,SN2606,SN,419490.0,429230.0,416840.0,421700,422330,417450,181531,24031,7666643.735,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260525.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-26,SN2606,SN,421930.0,430880.0,418750.0,425360,423330,422330,143269,18817,6065107.597,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260526.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-27,SN2607,SN,425510.0,429970.0,418560.0,421060,424690,424830,184108,46503,7818945.853,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260527.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-28,SN2607,SN,421900.0,423600.0,416010.0,421170,420660,424690,204529,46605,8603774.256,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260528.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-05-29,SN2607,SN,424730.0,433530.0,422630.0,424650,426450,420660,240662,48171,10263202.423,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260529.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-01,SN2607,SN,425850.0,432230.0,423360.0,431840,427620,426450,215705,54277,9224059.452,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260601.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-02,SN2607,SN,435000.0,449960.0,432630.0,449820,440920,427620,299856,66584,13221403.025,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260602.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-03,SN2607,SN,448800.0,451860.0,441080.0,445480,448040,440920,265436,63476,11892636.302,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260603.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-04,SN2607,SN,442000.0,447550.0,429220.0,430040,441450,448040,298714,54292,13187011.091,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260604.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-05,SN2607,SN,433040.0,436000.0,415620.0,417850,426760,441450,292656,46155,12489466.697,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260605.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-08,SN2607,SN,413110.0,415550.0,396380.0,398490,404790,426760,320735,40216,12983190.032,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260608.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-09,SN2607,SN,404760.0,408310.0,396000.0,407770,401580,404790,254258,40279,10210591.21,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260609.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-10,SN2607,SN,409000.0,409800.0,390060.0,397880,399870,401580,303975,36696,12155225.741,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260610.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-11,SN2607,SN,401850.0,403950.0,394210.0,400160,398890,399870,253162,36698,10098529.876,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260611.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-12,SN2607,SN,399270.0,413800.0,398270.0,407990,406320,398890,265688,36929,10795667.209,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260612.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-15,SN2607,SN,408600.0,427320.0,408000.0,425560,417780,406320,220734,36090,9221852.159,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260615.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-16,SN2607,SN,427010.0,427630.0,419810.0,421770,423910,417780,169637,32961,7191144.155,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260616.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-17,SN2607,SN,424770.0,426410.0,419820.0,422910,422920,423910,168427,31745,7123247.253,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260617.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-18,SN2607,SN,423200.0,426360.0,411660.0,414330,419880,422920,209402,27025,8792393.181,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260618.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-22,SN2607,SN,412230.0,424500.0,410830.0,422700,417170,419880,135523,27769,5653660.145,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260622.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-23,SN2607,SN,423000.0,423500.0,398500.0,400070,410200,417170,212075,23324,8699422.4,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260623.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-24,SN2607,SN,399000.0,400840.0,388220.0,395250,393860,410200,210764,20776,8301230.708,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260624.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-25,SN2608,SN,386300.0,389020.0,381280.0,385570,384940,394790,180928,36609,6964738.844,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260625.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-26,SN2608,SN,393800.0,395320.0,374500.0,387220,385590,384940,292437,38781,11276260.549,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260626.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-29,SN2608,SN,389960.0,393800.0,383650.0,393060,388710,385590,282940,40476,10998343.006,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260629.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-06-30,SN2608,SN,394500.0,398450.0,384260.0,396270,389320,388710,292642,40420,11393235.257,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260630.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-01,SN2608,SN,394230.0,400480.0,387310.0,389610,394170,389320,260824,41203,10280952.847,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260701.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-02,SN2608,SN,392360.0,401860.0,391100.0,393260,396190,394170,261022,39663,10341507.875,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260702.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-03,SN2608,SN,398240.0,404780.0,391260.0,402180,398050,396190,302706,41597,12049371.112,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260703.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-06,SN2608,SN,402800.0,415920.0,401100.0,410360,408380,398050,298448,41647,12188163.668,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260706.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-07,SN2608,SN,410350.0,412620.0,405110.0,409250,409340,408380,233433,41022,9555486.863,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260707.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-08,SN2608,SN,411300.0,417730.0,408020.0,411580,412170,409340,254895,41718,10506239.184,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260708.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-09,SN2608,SN,408000.0,418350.0,401650.0,416230,408140,412170,311823,41613,12726807.831,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260709.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
2026-07-10,SN2608,SN,418000.0,419350.0,414280.0,415680,416770,408140,221630,41119,9237041.602,SHFE official,https://www.shfe.com.cn/data/tradedata/future/dailydata/kx20260710.dat,每日成交量最高的 SHFE 锡合约,人民币/吨
